case_id,image_path,mask_path,image_width,image_height,mask_width,mask_height,mask_area_px,blank_mask,image_hash,status
1313,data/raw/MMOTU/OTU_2d/images/1313.JPG,data/raw/MMOTU/OTU_2d/annotations/1313.PNG,484,532,484,532,133361,False,f6e172b2dce9,ok
1314,data/raw/MMOTU/OTU_2d/images/1314.JPG,data/raw/MMOTU/OTU_2d/annotations/1314.PNG,482,532,482,532,13983,False,d6c18acd5642,ok
1315,data/raw/MMOTU/OTU_2d/images/1315.JPG,data/raw/MMOTU/OTU_2d/annotations/1315.PNG,960,528,960,528,15882,False,7724c295f892,ok
1316,data/raw/MMOTU/OTU_2d/images/1316.JPG,data/raw/MMOTU/OTU_2d/annotations/1316.PNG,959,528,959,528,22089,False,31d4041815ee,ok
1317,data/raw/MMOTU/OTU_2d/images/1317.JPG,data/raw/MMOTU/OTU_2d/annotations/1317.PNG,481,536,481,536,84943,False,450f3a5cc7dc,ok
1318,data/raw/MMOTU/OTU_2d/images/1318.JPG,data/raw/MMOTU/OTU_2d/annotations/1318.PNG,483,536,483,536,53330,False,ff7d1812af10,ok
1319,data/raw/MMOTU/OTU_2d/images/1319.JPG,data/raw/MMOTU/OTU_2d/annotations/1319.PNG,480,535,480,535,49381,False,1269def2a416,ok
132,data/raw/MMOTU/OTU_2d/images/132.JPG,data/raw/MMOTU/OTU_3d/annotations/132.PNG,477,555,585,571,65264,False,2604d819f9c4,ok
1320,data/raw/MMOTU/OTU_2d/images/1320.JPG,data/raw/MMOTU/OTU_2d/annotations/1320.PNG,482,536,482,536,81008,False,e4019ca2f363,ok
1321,data/raw/MMOTU/OTU_2d/images/1321.JPG,data/raw/MMOTU/OTU_2d/annotations/1321.PNG,483,539,483,539,54229,False,6577241d4bb0,ok
1322,data/raw/MMOTU/OTU_2d/images/1322.JPG,data/raw/MMOTU/OTU_2d/annotations/1322.PNG,482,543,482,543,10498,False,0c0e409871df,ok
1323,data/raw/MMOTU/OTU_2d/images/1323.JPG,data/raw/MMOTU/OTU_2d/annotations/1323.PNG,479,532,479,532,11984,False,c9365b77e95d,ok
1324,data/raw/MMOTU/OTU_2d/images/1324.JPG,data/raw/MMOTU/OTU_2d/annotations/1324.PNG,482,538,482,538,3810,False,48a3b2e52b9b,ok
1325,data/raw/MMOTU/OTU_2d/images/1325.JPG,data/raw/MMOTU/OTU_2d/annotations/1325.PNG,482,530,482,530,151031,False,022b322e8ef6,ok
1326,data/raw/MMOTU/OTU_2d/images/1326.JPG,data/raw/MMOTU/OTU_2d/annotations/1326.PNG,483,539,483,539,136046,False,23a136af426e,ok
1327,data/raw/MMOTU/OTU_2d/images/1327.JPG,data/raw/MMOTU/OTU_2d/annotations/1327.PNG,959,535,959,535,137883,False,f890b22edf8b,ok
1328,data/raw/MMOTU/OTU_2d/images/1328.JPG,data/raw/MMOTU/OTU_2d/annotations/1328.PNG,957,535,957,535,118448,False,69c58d4f3a4f,ok
1329,data/raw/MMOTU/OTU_2d/images/1329.JPG,data/raw/MMOTU/OTU_2d/annotations/1329.PNG,784,561,784,561,59596,False,869c34b9dca4,ok
133,data/raw/MMOTU/OTU_2d/images/133.JPG,data/raw/MMOTU/OTU_3d/annotations/133.PNG,481,555,593,579,59754,False,7300a0717bae,ok
1330,data/raw/MMOTU/OTU_2d/images/1330.JPG,data/raw/MMOTU/OTU_2d/annotations/1330.PNG,482,555,482,555,52324,False,d7bbcd2dda6b,ok
1331,data/raw/MMOTU/OTU_2d/images/1331.JPG,data/raw/MMOTU/OTU_2d/annotations/1331.PNG,479,559,479,559,56455,False,742ed3cd9956,ok
1332,data/raw/MMOTU/OTU_2d/images/1332.JPG,data/raw/MMOTU/OTU_2d/annotations/1332.PNG,319,330,319,330,34713,False,8fa922eb633a,ok
1333,data/raw/MMOTU/OTU_2d/images/1333.JPG,data/raw/MMOTU/OTU_2d/annotations/1333.PNG,806,611,806,611,51276,False,ad0a5a5ce363,ok
1334,data/raw/MMOTU/OTU_2d/images/1334.JPG,data/raw/MMOTU/OTU_2d/annotations/1334.PNG,1121,591,1121,591,89951,False,0735ecec32b2,ok
1335,data/raw/MMOTU/OTU_2d/images/1335.JPG,data/raw/MMOTU/OTU_2d/annotations/1335.PNG,571,602,571,602,109234,False,4909fa478a56,ok
1336,data/raw/MMOTU/OTU_2d/images/1336.JPG,data/raw/MMOTU/OTU_2d/annotations/1336.PNG,1103,562,1103,562,71716,False,06da07a1ba5d,ok
1337,data/raw/MMOTU/OTU_2d/images/1337.JPG,data/raw/MMOTU/OTU_2d/annotations/1337.PNG,1105,561,1105,561,174802,False,5b7f77697473,ok
1338,data/raw/MMOTU/OTU_2d/images/1338.JPG,data/raw/MMOTU/OTU_2d/annotations/1338.PNG,302,327,302,327,11391,False,d67a7c97657a,ok
1339,data/raw/MMOTU/OTU_2d/images/1339.JPG,data/raw/MMOTU/OTU_2d/annotations/1339.PNG,570,590,570,590,33677,False,8ff6f7ccc6c8,ok
134,data/raw/MMOTU/OTU_2d/images/134.JPG,data/raw/MMOTU/OTU_3d/annotations/134.PNG,478,532,550,545,62092,False,a770e68cf8aa,ok
1340,data/raw/MMOTU/OTU_2d/images/1340.JPG,data/raw/MMOTU/OTU_2d/annotations/1340.PNG,570,592,570,592,37040,False,fe3154368108,ok
1341,data/raw/MMOTU/OTU_2d/images/1341.JPG,data/raw/MMOTU/OTU_2d/annotations/1341.PNG,568,594,568,594,39956,False,579e7206de8d,ok
1342,data/raw/MMOTU/OTU_2d/images/1342.JPG,data/raw/MMOTU/OTU_2d/annotations/1342.PNG,958,532,958,532,4563,False,6735f5c9b77a,ok
1343,data/raw/MMOTU/OTU_2d/images/1343.JPG,data/raw/MMOTU/OTU_2d/annotations/1343.PNG,568,592,568,592,26263,False,cf763c8741b5,ok
1344,data/raw/MMOTU/OTU_2d/images/1344.JPG,data/raw/MMOTU/OTU_2d/annotations/1344.PNG,567,596,567,596,15605,False,4d33111069d6,ok
1345,data/raw/MMOTU/OTU_2d/images/1345.JPG,data/raw/MMOTU/OTU_2d/annotations/1345.PNG,571,594,571,594,13077,False,bb635ddd4850,ok
1346,data/raw/MMOTU/OTU_2d/images/1346.JPG,data/raw/MMOTU/OTU_2d/annotations/1346.PNG,570,589,570,589,37426,False,3cfa492549ab,ok
1347,data/raw/MMOTU/OTU_2d/images/1347.JPG,data/raw/MMOTU/OTU_2d/annotations/1347.PNG,570,595,570,595,26783,False,92a60d8f4afd,ok
1348,data/raw/MMOTU/OTU_2d/images/1348.JPG,data/raw/MMOTU/OTU_2d/annotations/1348.PNG,569,593,569,593,33103,False,231a5711b184,ok
1349,data/raw/MMOTU/OTU_2d/images/1349.JPG,data/raw/MMOTU/OTU_2d/annotations/1349.PNG,566,592,566,592,45293,False,3d5d605e4740,ok
135,data/raw/MMOTU/OTU_2d/images/135.JPG,data/raw/MMOTU/OTU_3d/annotations/135.PNG,481,530,550,546,63753,False,e828edc9fab0,ok
1350,data/raw/MMOTU/OTU_2d/images/1350.JPG,data/raw/MMOTU/OTU_2d/annotations/1350.PNG,571,587,571,587,6597,False,325cb457740f,ok
1351,data/raw/MMOTU/OTU_2d/images/1351.JPG,data/raw/MMOTU/OTU_2d/annotations/1351.PNG,569,597,569,597,17940,False,4bf9f60d7933,ok
1352,data/raw/MMOTU/OTU_2d/images/1352.JPG,data/raw/MMOTU/OTU_2d/annotations/1352.PNG,959,539,959,539,40250,False,1b98555d273c,ok
1353,data/raw/MMOTU/OTU_2d/images/1353.JPG,data/raw/MMOTU/OTU_2d/annotations/1353.PNG,959,529,959,529,69292,False,69728650a4d1,ok
1354,data/raw/MMOTU/OTU_2d/images/1354.JPG,data/raw/MMOTU/OTU_2d/annotations/1354.PNG,482,540,482,540,56270,False,facfce067369,ok
1355,data/raw/MMOTU/OTU_2d/images/1355.JPG,data/raw/MMOTU/OTU_2d/annotations/1355.PNG,964,533,964,533,107860,False,711cf79eb60b,ok
1356,data/raw/MMOTU/OTU_2d/images/1356.JPG,data/raw/MMOTU/OTU_2d/annotations/1356.PNG,964,530,964,530,116474,False,ae1617ab2984,ok
1357,data/raw/MMOTU/OTU_2d/images/1357.JPG,data/raw/MMOTU/OTU_2d/annotations/1357.PNG,487,531,487,531,111006,False,ac1cf5665877,ok
1358,data/raw/MMOTU/OTU_2d/images/1358.JPG,data/raw/MMOTU/OTU_2d/annotations/1358.PNG,482,534,482,534,110809,False,40a1c016016a,ok
1359,data/raw/MMOTU/OTU_2d/images/1359.JPG,data/raw/MMOTU/OTU_2d/annotations/1359.PNG,481,540,481,540,8731,False,28b39d8d07a4,ok
136,data/raw/MMOTU/OTU_2d/images/136.JPG,data/raw/MMOTU/OTU_3d/annotations/136.PNG,957,533,591,581,85668,False,aa89ca003d7c,ok
1360,data/raw/MMOTU/OTU_2d/images/1360.JPG,data/raw/MMOTU/OTU_2d/annotations/1360.PNG,478,537,478,537,9347,False,6736bfef266a,ok
1361,data/raw/MMOTU/OTU_2d/images/1361.JPG,data/raw/MMOTU/OTU_2d/annotations/1361.PNG,569,645,569,645,113025,False,b82534266fdf,ok
1362,data/raw/MMOTU/OTU_2d/images/1362.JPG,data/raw/MMOTU/OTU_2d/annotations/1362.PNG,1135,640,1135,640,118394,False,973a5aa0c91a,ok
1363,data/raw/MMOTU/OTU_2d/images/1363.JPG,data/raw/MMOTU/OTU_2d/annotations/1363.PNG,565,632,565,632,22713,False,5e0e29045a1a,ok
1364,data/raw/MMOTU/OTU_2d/images/1364.JPG,data/raw/MMOTU/OTU_2d/annotations/1364.PNG,1135,632,1135,632,22145,False,6a4ace36c23d,ok
1365,data/raw/MMOTU/OTU_2d/images/1365.JPG,data/raw/MMOTU/OTU_2d/annotations/1365.PNG,959,535,959,535,43935,False,4a04dc134a45,ok
1366,data/raw/MMOTU/OTU_2d/images/1366.JPG,data/raw/MMOTU/OTU_2d/annotations/1366.PNG,959,531,959,531,139717,False,727cd03b1b5f,ok
1367,data/raw/MMOTU/OTU_2d/images/1367.JPG,data/raw/MMOTU/OTU_2d/annotations/1367.PNG,959,536,959,536,134819,False,951588615bf1,ok
1368,data/raw/MMOTU/OTU_2d/images/1368.JPG,data/raw/MMOTU/OTU_2d/annotations/1368.PNG,958,538,958,538,34572,False,aee3be4fe34e,ok
1369,data/raw/MMOTU/OTU_2d/images/1369.JPG,data/raw/MMOTU/OTU_2d/annotations/1369.PNG,480,531,480,531,131028,False,c8336e350b46,ok
137,data/raw/MMOTU/OTU_2d/images/137.JPG,data/raw/MMOTU/OTU_3d/annotations/137.PNG,958,533,597,576,78884,False,8b408d0df5ac,ok
1370,data/raw/MMOTU/OTU_2d/images/1370.JPG,data/raw/MMOTU/OTU_2d/annotations/1370.PNG,482,542,482,542,38923,False,c17324eae485,ok
1371,data/raw/MMOTU/OTU_2d/images/1371.JPG,data/raw/MMOTU/OTU_2d/annotations/1371.PNG,959,539,959,539,10459,False,48c8b386fb5a,ok
1372,data/raw/MMOTU/OTU_2d/images/1372.JPG,data/raw/MMOTU/OTU_2d/annotations/1372.PNG,483,536,483,536,60882,False,4f0a0e80e16a,ok
1373,data/raw/MMOTU/OTU_2d/images/1373.JPG,data/raw/MMOTU/OTU_2d/annotations/1373.PNG,480,544,480,544,61177,False,dca59ed0d2db,ok
1374,data/raw/MMOTU/OTU_2d/images/1374.JPG,data/raw/MMOTU/OTU_2d/annotations/1374.PNG,957,538,957,538,128780,False,56bcfcb02800,ok
1375,data/raw/MMOTU/OTU_2d/images/1375.JPG,data/raw/MMOTU/OTU_2d/annotations/1375.PNG,959,537,959,537,106301,False,a574039215ae,ok
1376,data/raw/MMOTU/OTU_2d/images/1376.JPG,data/raw/MMOTU/OTU_2d/annotations/1376.PNG,958,528,958,528,77553,False,c41ff1468e40,ok
1377,data/raw/MMOTU/OTU_2d/images/1377.JPG,data/raw/MMOTU/OTU_2d/annotations/1377.PNG,764,556,764,556,5909,False,a51d69096c9c,ok
1378,data/raw/MMOTU/OTU_2d/images/1378.JPG,data/raw/MMOTU/OTU_2d/annotations/1378.PNG,958,534,958,534,14493,False,94744021c268,ok
1379,data/raw/MMOTU/OTU_2d/images/1379.JPG,data/raw/MMOTU/OTU_2d/annotations/1379.PNG,958,540,958,540,44084,False,d33416515a84,ok
138,data/raw/MMOTU/OTU_2d/images/138.JPG,data/raw/MMOTU/OTU_3d/annotations/138.PNG,959,534,587,579,58623,False,4d19aee2b661,ok
1380,data/raw/MMOTU/OTU_2d/images/1380.JPG,data/raw/MMOTU/OTU_2d/annotations/1380.PNG,959,545,959,545,61430,False,c47122fe9e3d,ok
1381,data/raw/MMOTU/OTU_2d/images/1381.JPG,data/raw/MMOTU/OTU_2d/annotations/1381.PNG,483,551,483,551,33855,False,6656e6fa1452,ok
1382,data/raw/MMOTU/OTU_2d/images/1382.JPG,data/raw/MMOTU/OTU_2d/annotations/1382.PNG,768,559,768,559,2604,False,2940d8c9ef44,ok
1383,data/raw/MMOTU/OTU_2d/images/1383.JPG,data/raw/MMOTU/OTU_2d/annotations/1383.PNG,957,533,957,533,10251,False,487f013bbd9c,ok
1384,data/raw/MMOTU/OTU_2d/images/1384.JPG,data/raw/MMOTU/OTU_2d/annotations/1384.PNG,958,536,958,536,8627,False,451dd0f9bbe5,ok
1385,data/raw/MMOTU/OTU_2d/images/1385.JPG,data/raw/MMOTU/OTU_2d/annotations/1385.PNG,959,533,959,533,40028,False,1e5cf73da013,ok
1386,data/raw/MMOTU/OTU_2d/images/1386.JPG,data/raw/MMOTU/OTU_2d/annotations/1386.PNG,959,531,959,531,43700,False,f42a74f961eb,ok
1387,data/raw/MMOTU/OTU_2d/images/1387.JPG,data/raw/MMOTU/OTU_2d/annotations/1387.PNG,480,536,480,536,39401,False,f9273b019899,ok
1388,data/raw/MMOTU/OTU_2d/images/1388.JPG,data/raw/MMOTU/OTU_2d/annotations/1388.PNG,959,628,959,628,48253,False,58b16da79f40,ok
1389,data/raw/MMOTU/OTU_2d/images/1389.JPG,data/raw/MMOTU/OTU_2d/annotations/1389.PNG,482,537,482,537,23745,False,f63421504616,ok
139,data/raw/MMOTU/OTU_2d/images/139.JPG,data/raw/MMOTU/OTU_3d/annotations/139.PNG,958,533,546,594,36488,False,87ebf63c9087,ok
1390,data/raw/MMOTU/OTU_2d/images/1390.JPG,data/raw/MMOTU/OTU_2d/annotations/1390.PNG,484,537,484,537,34183,False,2b85d8f869b1,ok
1391,data/raw/MMOTU/OTU_2d/images/1391.JPG,data/raw/MMOTU/OTU_2d/annotations/1391.PNG,481,529,481,529,21524,False,d2c4a79a64a0,ok
1392,data/raw/MMOTU/OTU_2d/images/1392.JPG,data/raw/MMOTU/OTU_2d/annotations/1392.PNG,483,533,483,533,23565,False,15ac4082f312,ok
1393,data/raw/MMOTU/OTU_2d/images/1393.JPG,data/raw/MMOTU/OTU_2d/annotations/1393.PNG,569,592,569,592,30228,False,0a59fb1bfc36,ok
1394,data/raw/MMOTU/OTU_2d/images/1394.JPG,data/raw/MMOTU/OTU_2d/annotations/1394.PNG,571,590,571,590,27981,False,bcac711d18f5,ok
1395,data/raw/MMOTU/OTU_2d/images/1395.JPG,data/raw/MMOTU/OTU_2d/annotations/1395.PNG,568,596,568,596,40960,False,ea08a07514ec,ok
1396,data/raw/MMOTU/OTU_2d/images/1396.JPG,data/raw/MMOTU/OTU_2d/annotations/1396.PNG,568,595,568,595,37743,False,70cee4e9b72f,ok
1397,data/raw/MMOTU/OTU_2d/images/1397.JPG,data/raw/MMOTU/OTU_2d/annotations/1397.PNG,481,530,481,530,19716,False,e35684ff425e,ok
1398,data/raw/MMOTU/OTU_2d/images/1398.JPG,data/raw/MMOTU/OTU_2d/annotations/1398.PNG,955,541,955,541,18405,False,c60a4187cabc,ok
1399,data/raw/MMOTU/OTU_2d/images/1399.JPG,data/raw/MMOTU/OTU_2d/annotations/1399.PNG,958,539,958,539,13209,False,ce062b9024f6,ok
14,data/raw/MMOTU/OTU_2d/images/14.JPG,data/raw/MMOTU/OTU_3d/annotations/14.PNG,959,532,331,379,25540,False,dab38f9dd25f,ok
140,data/raw/MMOTU/OTU_2d/images/140.JPG,data/raw/MMOTU/OTU_3d/annotations/140.PNG,835,607,550,554,36024,False,36a257ca48f7,ok
1400,data/raw/MMOTU/OTU_2d/images/1400.JPG,data/raw/MMOTU/OTU_2d/annotations/1400.PNG,483,538,483,538,14659,False,29c4884e5e86,ok
1401,data/raw/MMOTU/OTU_2d/images/1401.JPG,data/raw/MMOTU/OTU_2d/annotations/1401.PNG,959,538,959,538,25329,False,191a887ab820,ok
1402,data/raw/MMOTU/OTU_2d/images/1402.JPG,data/raw/MMOTU/OTU_2d/annotations/1402.PNG,958,535,958,535,16104,False,44c9d1bc7f04,ok
1403,data/raw/MMOTU/OTU_2d/images/1403.JPG,data/raw/MMOTU/OTU_2d/annotations/1403.PNG,958,534,958,534,6765,False,5894bd662b5e,ok
1404,data/raw/MMOTU/OTU_2d/images/1404.JPG,data/raw/MMOTU/OTU_2d/annotations/1404.PNG,958,533,958,533,8510,False,f1e722b60879,ok
1405,data/raw/MMOTU/OTU_2d/images/1405.JPG,data/raw/MMOTU/OTU_2d/annotations/1405.PNG,959,538,959,538,10311,False,40b6033d4c27,ok
1406,data/raw/MMOTU/OTU_2d/images/1406.JPG,data/raw/MMOTU/OTU_2d/annotations/1406.PNG,958,535,958,535,11188,False,8294610b5863,ok
1407,data/raw/MMOTU/OTU_2d/images/1407.JPG,data/raw/MMOTU/OTU_2d/annotations/1407.PNG,480,538,480,538,9571,False,b223eed3140f,ok
1408,data/raw/MMOTU/OTU_2d/images/1408.JPG,data/raw/MMOTU/OTU_2d/annotations/1408.PNG,960,533,960,533,151680,False,6e68046a19e7,ok
1409,data/raw/MMOTU/OTU_2d/images/1409.JPG,data/raw/MMOTU/OTU_2d/annotations/1409.PNG,959,539,959,539,58136,False,5397c4884ebf,ok
141,data/raw/MMOTU/OTU_2d/images/141.JPG,data/raw/MMOTU/OTU_3d/annotations/141.PNG,480,531,553,551,35387,False,354771e548d9,ok
1410,data/raw/MMOTU/OTU_2d/images/1410.JPG,data/raw/MMOTU/OTU_2d/annotations/1410.PNG,571,320,571,320,15569,False,c22fdc8401c0,ok
1411,data/raw/MMOTU/OTU_2d/images/1411.JPG,data/raw/MMOTU/OTU_2d/annotations/1411.PNG,1129,594,1129,594,36516,False,a37a4d621187,ok
1412,data/raw/MMOTU/OTU_2d/images/1412.JPG,data/raw/MMOTU/OTU_2d/annotations/1412.PNG,958,535,958,535,41813,False,6c5daa2c7a24,ok
1413,data/raw/MMOTU/OTU_2d/images/1413.JPG,data/raw/MMOTU/OTU_2d/annotations/1413.PNG,480,266,480,266,18076,False,a846e24dae2e,ok
1414,data/raw/MMOTU/OTU_2d/images/1414.JPG,data/raw/MMOTU/OTU_2d/annotations/1414.PNG,958,539,958,539,56670,False,4c7d439e09e5,ok
1415,data/raw/MMOTU/OTU_2d/images/1415.JPG,data/raw/MMOTU/OTU_2d/annotations/1415.PNG,486,272,486,272,31743,False,0e84fea85273,ok
1416,data/raw/MMOTU/OTU_2d/images/1416.JPG,data/raw/MMOTU/OTU_2d/annotations/1416.PNG,959,544,959,544,19783,False,dfd5f475733c,ok
1417,data/raw/MMOTU/OTU_2d/images/1417.JPG,data/raw/MMOTU/OTU_2d/annotations/1417.PNG,1071,633,1071,633,94386,False,c90013bfc69a,ok
1418,data/raw/MMOTU/OTU_2d/images/1418.JPG,data/raw/MMOTU/OTU_2d/annotations/1418.PNG,551,618,551,618,40865,False,d58de4a4519a,ok
1419,data/raw/MMOTU/OTU_2d/images/1419.JPG,data/raw/MMOTU/OTU_2d/annotations/1419.PNG,550,645,550,645,42987,False,298b4e97a481,ok
142,data/raw/MMOTU/OTU_2d/images/142.JPG,data/raw/MMOTU/OTU_3d/annotations/142.PNG,479,532,553,550,36286,False,32b8296e2a2d,ok
1420,data/raw/MMOTU/OTU_2d/images/1420.JPG,data/raw/MMOTU/OTU_2d/annotations/1420.PNG,1106,607,1106,607,50935,False,4b5d1e461346,ok
1421,data/raw/MMOTU/OTU_2d/images/1421.JPG,data/raw/MMOTU/OTU_2d/annotations/1421.PNG,1103,611,1103,611,214780,False,e9b2b27bb8b4,ok
1422,data/raw/MMOTU/OTU_2d/images/1422.JPG,data/raw/MMOTU/OTU_2d/annotations/1422.PNG,913,732,913,732,123563,False,d93a399a908f,ok
1423,data/raw/MMOTU/OTU_2d/images/1423.JPG,data/raw/MMOTU/OTU_2d/annotations/1423.PNG,1071,652,1071,652,59507,False,e3dcab9cbe17,ok
1424,data/raw/MMOTU/OTU_2d/images/1424.JPG,data/raw/MMOTU/OTU_2d/annotations/1424.PNG,959,531,959,531,45602,False,8a2b25776150,ok
1425,data/raw/MMOTU/OTU_2d/images/1425.JPG,data/raw/MMOTU/OTU_2d/annotations/1425.PNG,959,537,959,537,53564,False,61cb43b6266e,ok
1426,data/raw/MMOTU/OTU_2d/images/1426.JPG,data/raw/MMOTU/OTU_2d/annotations/1426.PNG,958,535,958,535,68194,False,710eec1e0796,ok
1427,data/raw/MMOTU/OTU_2d/images/1427.JPG,data/raw/MMOTU/OTU_2d/annotations/1427.PNG,957,534,957,534,79190,False,5a56eb57e17c,ok
1428,data/raw/MMOTU/OTU_2d/images/1428.JPG,data/raw/MMOTU/OTU_2d/annotations/1428.PNG,959,536,959,536,66146,False,f29b5bf9f037,ok
1429,data/raw/MMOTU/OTU_2d/images/1429.JPG,data/raw/MMOTU/OTU_2d/annotations/1429.PNG,1102,566,1102,566,22754,False,c4af00977c7c,ok
143,data/raw/MMOTU/OTU_2d/images/143.JPG,data/raw/MMOTU/OTU_3d/annotations/143.PNG,478,602,555,551,36281,False,167abe40a48f,ok
1430,data/raw/MMOTU/OTU_2d/images/1430.JPG,data/raw/MMOTU/OTU_2d/annotations/1430.PNG,1115,568,1115,568,25246,False,c169ead8e910,ok
1431,data/raw/MMOTU/OTU_2d/images/1431.JPG,data/raw/MMOTU/OTU_2d/annotations/1431.PNG,1106,566,1106,566,25246,False,9cc362d36078,ok
1432,data/raw/MMOTU/OTU_2d/images/1432.JPG,data/raw/MMOTU/OTU_2d/annotations/1432.PNG,481,532,481,532,39420,False,72cebf9da806,ok
1433,data/raw/MMOTU/OTU_2d/images/1433.JPG,data/raw/MMOTU/OTU_2d/annotations/1433.PNG,479,534,479,534,42774,False,00b4c1f6bce2,ok
1434,data/raw/MMOTU/OTU_2d/images/1434.JPG,data/raw/MMOTU/OTU_2d/annotations/1434.PNG,480,532,480,532,33889,False,35e41a280432,ok
1435,data/raw/MMOTU/OTU_2d/images/1435.JPG,data/raw/MMOTU/OTU_2d/annotations/1435.PNG,476,536,476,536,25428,False,79e83c39ce18,ok
1436,data/raw/MMOTU/OTU_2d/images/1436.JPG,data/raw/MMOTU/OTU_2d/annotations/1436.PNG,483,540,483,540,7039,False,c088aba9003c,ok
1437,data/raw/MMOTU/OTU_2d/images/1437.JPG,data/raw/MMOTU/OTU_2d/annotations/1437.PNG,958,543,958,543,26036,False,eb404cf55ed2,ok
1438,data/raw/MMOTU/OTU_2d/images/1438.JPG,data/raw/MMOTU/OTU_2d/annotations/1438.PNG,483,552,483,552,33623,False,563f6123019a,ok
1439,data/raw/MMOTU/OTU_2d/images/1439.JPG,data/raw/MMOTU/OTU_2d/annotations/1439.PNG,958,539,958,539,33796,False,c761d1594d13,ok
144,data/raw/MMOTU/OTU_2d/images/144.JPG,data/raw/MMOTU/OTU_3d/annotations/144.PNG,481,533,554,550,35620,False,bed34bdc490c,ok
1440,data/raw/MMOTU/OTU_2d/images/1440.JPG,data/raw/MMOTU/OTU_2d/annotations/1440.PNG,484,531,484,531,14461,False,cb0291230638,ok
1441,data/raw/MMOTU/OTU_2d/images/1441.JPG,data/raw/MMOTU/OTU_2d/annotations/1441.PNG,960,528,960,528,17922,False,9ea4a6c3b04e,ok
1442,data/raw/MMOTU/OTU_2d/images/1442.JPG,data/raw/MMOTU/OTU_2d/annotations/1442.PNG,961,522,961,522,16827,False,8cba36ff94f8,ok
1443,data/raw/MMOTU/OTU_2d/images/1443.JPG,data/raw/MMOTU/OTU_2d/annotations/1443.PNG,961,525,961,525,44725,False,dca4dc02f5b0,ok
1444,data/raw/MMOTU/OTU_2d/images/1444.JPG,data/raw/MMOTU/OTU_2d/annotations/1444.PNG,477,521,477,521,42436,False,48957b1d754e,ok
1445,data/raw/MMOTU/OTU_2d/images/1445.JPG,data/raw/MMOTU/OTU_2d/annotations/1445.PNG,1133,583,1133,583,77666,False,fd50f2abd9eb,ok
1446,data/raw/MMOTU/OTU_2d/images/1446.JPG,data/raw/MMOTU/OTU_2d/annotations/1446.PNG,565,582,565,582,53487,False,87ee6b9e48be,ok
1447,data/raw/MMOTU/OTU_2d/images/1447.JPG,data/raw/MMOTU/OTU_2d/annotations/1447.PNG,567,591,567,591,24918,False,3413c0367bf6,ok
1448,data/raw/MMOTU/OTU_2d/images/1448.JPG,data/raw/MMOTU/OTU_2d/annotations/1448.PNG,478,557,478,557,63693,False,29c440312366,ok
1449,data/raw/MMOTU/OTU_2d/images/1449.JPG,data/raw/MMOTU/OTU_2d/annotations/1449.PNG,479,551,479,551,52334,False,9c51933d724e,ok
145,data/raw/MMOTU/OTU_2d/images/145.JPG,data/raw/MMOTU/OTU_3d/annotations/145.PNG,481,532,442,437,61772,False,8fa99994a7eb,ok
1450,data/raw/MMOTU/OTU_2d/images/1450.JPG,data/raw/MMOTU/OTU_2d/annotations/1450.PNG,482,556,482,556,48733,False,df7809e540eb,ok
1451,data/raw/MMOTU/OTU_2d/images/1451.JPG,data/raw/MMOTU/OTU_2d/annotations/1451.PNG,962,528,962,528,60770,False,32a9048f26c8,ok
1452,data/raw/MMOTU/OTU_2d/images/1452.JPG,data/raw/MMOTU/OTU_2d/annotations/1452.PNG,958,527,958,527,54547,False,6ac4f2a0ced2,ok
1453,data/raw/MMOTU/OTU_2d/images/1453.JPG,data/raw/MMOTU/OTU_2d/annotations/1453.PNG,953,523,953,523,41517,False,46b940d8a891,ok
1454,data/raw/MMOTU/OTU_2d/images/1454.JPG,data/raw/MMOTU/OTU_2d/annotations/1454.PNG,957,521,957,521,37164,False,bd721f32d431,ok
1455,data/raw/MMOTU/OTU_2d/images/1455.JPG,data/raw/MMOTU/OTU_2d/annotations/1455.PNG,959,530,959,530,29371,False,075a8124aff5,ok
1456,data/raw/MMOTU/OTU_2d/images/1456.JPG,data/raw/MMOTU/OTU_2d/annotations/1456.PNG,953,530,953,530,104224,False,275f3759e235,ok
1457,data/raw/MMOTU/OTU_2d/images/1457.JPG,data/raw/MMOTU/OTU_2d/annotations/1457.PNG,956,524,956,524,48771,False,3bad48395a10,ok
1458,data/raw/MMOTU/OTU_2d/images/1458.JPG,data/raw/MMOTU/OTU_2d/annotations/1458.PNG,955,531,955,531,40724,False,78e7013455d6,ok
1459,data/raw/MMOTU/OTU_2d/images/1459.JPG,data/raw/MMOTU/OTU_2d/annotations/1459.PNG,957,529,957,529,22827,False,e34b96d0b346,ok
146,data/raw/MMOTU/OTU_2d/images/146.JPG,data/raw/MMOTU/OTU_3d/annotations/146.PNG,480,532,443,436,33290,False,28926b37211b,ok
1460,data/raw/MMOTU/OTU_2d/images/1460.JPG,data/raw/MMOTU/OTU_2d/annotations/1460.PNG,478,533,478,533,54921,False,a48eb1419708,ok
1461,data/raw/MMOTU/OTU_2d/images/1461.JPG,data/raw/MMOTU/OTU_2d/annotations/1461.PNG,482,536,482,536,38657,False,2fc4c5b46f1f,ok
1462,data/raw/MMOTU/OTU_2d/images/1462.JPG,data/raw/MMOTU/OTU_2d/annotations/1462.PNG,1113,565,1113,565,21416,False,c5f7b4e3e381,ok
